user,date,text,latitude,longitude
phnxgdn,Mon Aug 12 16:18:26 +0000 2019,It’s coming... #thephoenixgarden #communitygarden #soho #stgiles #coventgarden #agriculturalshow #stgilesfayre… https://t.co/3c0GGrQr2B,51.5148108,-0.1287579
tmj_lon_adv,Mon Aug 12 16:18:21 +0000 2019,"Have you ever had a role like ""Senior Content Marketing Associate""? What did you like most about that job? #Marketing #London  England",51.5073509,-0.1277583
bhishal,Mon Aug 12 16:17:27 +0000 2019,"What do you think of Manchester United performance against Chelsea FC?

Comment Below👇👇 Like the content? Hit that… https://t.co/q8E7NfiT6m",51.50711486,-0.12731805
bhishal,Mon Aug 12 16:17:27 +0000 2019,"What do you think of Manchester United performance against Chelsea FC?

Comment Below👇👇 Like the content? Hit that… https://t.co/q8E7NfiT6m",51.50711486,-0.12731805
tmj_lon_sales,Mon Aug 12 16:16:09 +0000 2019,We're hiring! Click to apply: Business Development Representative - https://t.co/PbwH43MMPd #BDR #BusinessDevelopmentRep,51.5073509,-0.1277583
tmj_lon_it,Mon Aug 12 16:15:09 +0000 2019,Interested in a job in #London  England? This could be a great fit. Click the link in our bio to apply: Technical Lead at Mastercard #IT,51.5073509,-0.1277583
untitledm,Mon Aug 12 16:14:34 +0000 2019,"🇬🇧 #UMC_LDN is working on something what do you think it is 🤔😉 🇬🇧 

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
📷 adamkaylondon… https://t.co/DM2azIsrn4",51.50711486,-0.12731805
OscarDLeon,Mon Aug 12 16:13:57 +0000 2019,El sabor de las maracas nunca puede faltar y en Londres se sintió la #salsa y el #sabor con un excelente público a… https://t.co/7X2Jfa8HLB,51.50711486,-0.12731805
alexwilkinson,Mon Aug 12 16:13:13 +0000 2019,Look over at #thepalacetheatre on #shaftsburyavenue @ The Palace Theatre https://t.co/d5v3nDqpO8,51.51316341,-0.12965351
karouselfoodldn,Mon Aug 12 16:12:27 +0000 2019,"It’s raining  it’s dark  and it’s starting to feel like we may have just totally skipped Summer this year 🌚🌧
•
The… https://t.co/1lNnlh0qZK",51.50711486,-0.12731805
WilkoTravels,Mon Aug 12 16:11:55 +0000 2019,a video fly-through I filmed at one of my favourite boutique properties in London - the Haymarket Hotel - expertly… https://t.co/oeVpG1bl5S,51.50828838,-0.1312995
sighs_of_fire,Mon Aug 12 16:11:55 +0000 2019,"I'm a terrible self-promoter but here are some things I've written for starburst_mag recently. 

Ma review - … https://t.co/hqmlp4sRG3",51.50711486,-0.12731805
AshDowie,Mon Aug 12 16:10:35 +0000 2019,"The Gentry Visual Identity
Poster Wall @ London  United Kingdom https://t.co/jZCKH25PzS",51.50711486,-0.12731805
MAR_gh7,Mon Aug 12 16:09:21 +0000 2019,.@hasalfaris1 @sulai9alfaris (@ London - @visitlondon in Greater London) https://t.co/HMVaccjuhZ,51.50767403,-0.12788773
saaamohhh,Mon Aug 12 16:09:16 +0000 2019,I'd love a vintage mint green car 😍 @ London  United Kingdom https://t.co/6Rlw5VyYeK,51.50711486,-0.12731805
Naksha,Mon Aug 12 16:08:34 +0000 2019,"If you could be anywhere else in the world where would it be ? 🌎✈️🌍

Xoxo 💋 
N 

#travel #plane #adventure #model… https://t.co/tZeD7WYRTj",51.50711486,-0.12731805
itsbekahbekah,Mon Aug 12 16:05:16 +0000 2019,"Rainy day made for some pretty cool colours ☔️

#nofilter #nofilterneeded #london #towerhill #towerhilllondon… https://t.co/GbK1J6hpMk",51.50711486,-0.12731805
taste2taste,Mon Aug 12 16:04:48 +0000 2019,"Summer fruit Summer vibe..
Home grown blackberries....
#taste2taste #blackberries @ London  United Kingdom https://t.co/x9PrZX0mZ0",51.50711486,-0.12731805
TonnMartin,Mon Aug 12 16:04:06 +0000 2019,Me parece un abrigo re tranqui para tomar el colectivo desde Puente Saavedra  no? 😅 en London  United Kingdom https://t.co/rpbAg6WZy9,51.50711486,-0.12731805
hezekiahoduola,Mon Aug 12 15:58:31 +0000 2019,I remember vividly recording saxophones on this song in the studio with my MoG @joepraize. I was literally soaked i… https://t.co/VQUecTYjEg,51.50711486,-0.12731805
trushar100,Mon Aug 12 15:58:28 +0000 2019,"Monday evening cooking.
Vegan Chinese Chow Mein cooking. 🌱
#vegan #chinesefood @ London  United Kingdom https://t.co/fpVX6ycRAr",51.50711486,-0.12731805
SentimentSearch,Mon Aug 12 15:55:52 +0000 2019,"Swipe to see the most talked about pizza places in London on the Internet! @pizzaunion with the top 3 spots! 🏆 
.
.… https://t.co/HzLlgjuWMB",51.50711486,-0.12731805
AnotherFilmComp,Mon Aug 12 15:54:22 +0000 2019,#AnotherMonday and we’re championing the #staycation today in Lucy Blakstad’s film for @visitwales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 who need… https://t.co/KjSTMqXyl0,51.50711486,-0.12731805
AshDowie,Mon Aug 12 15:52:47 +0000 2019,"The Gentry
Product Display Page @ London  United Kingdom https://t.co/Wl0O4rDnF9",51.50711486,-0.12731805
tmj_LON_adm,Mon Aug 12 15:50:26 +0000 2019,"IQVIA is looking for teammates like you. See our latest #IT job openings  including ""Service Desk Analyst - ODN""  v… https://t.co/YlWCAhhpxw",51.5073509,-0.1277583
DJ_Deccy,Mon Aug 12 15:49:39 +0000 2019,"I am a simple man.
I like music  football  pineapple on pizza and picking up other people's litter. 
.
Mr georgekin… https://t.co/rqaZHkPGoQ",51.50711486,-0.12731805
tmj_lon_legal,Mon Aug 12 15:48:16 +0000 2019,Interested in a job in #London  England? This could be a great fit: https://t.co/KDA3fOPJBW #Legal,51.5073509,-0.1277583
ashabardon,Mon Aug 12 15:47:58 +0000 2019,Soup dumplings!!!! @ Dumplings Legend https://t.co/g5E5oXai5M,51.51171046,-0.13146824
SustainHealth,Mon Aug 12 15:45:19 +0000 2019,Derwent London and Ten Health and Fitness join forces to offer in house employee wellbeing solution  https://t.co/sXExKYpoPE,51.5073509,-0.1277583
LigneRosetUK,Mon Aug 12 15:42:08 +0000 2019,"POSTMODERNE #desk and #bookshelf  designed by Eric Jourdan ! 
.
.
#ligneroset #lignerosetuk #madeinfrance… https://t.co/482dGgowsU",51.50711486,-0.12731805
TheDuchessLJ,Mon Aug 12 15:39:43 +0000 2019,"Tour life returning to London for two weeks. Hooray!! 
.
.
.
.
.
.
 #tour #tourlife #livingoutofasuitcase #van… https://t.co/kOXla2zphL",51.50711486,-0.12731805
DevinNicholson,Mon Aug 12 15:39:39 +0000 2019,Brand New Podcast 🎙 Myself and coach_nick90 have started a grass roots podcast all about the stories  highs and low… https://t.co/RZj1I0oLjy,51.50711486,-0.12731805
tmj_LON_prod,Mon Aug 12 15:35:35 +0000 2019,"Don't submit then quit. Apply for jobs like ""Category Insights Analyst Europe Bakery"" at Mondelēz International  th… https://t.co/VzABhGyx7h",51.5073509,-0.1277583
sg1969,Mon Aug 12 15:35:04 +0000 2019,"Carnaby Street  London. May 2018.
.
.
.
#fujifeed #streets_in_motion #streetphotography #dreaminstreets… https://t.co/Qa9ZSvWASQ",51.50711486,-0.12731805
Fashion_iLIKE,Mon Aug 12 15:34:51 +0000 2019,"@Fashion_iLIKE wearing “Undecided’ Jumpsuit . Order yours Now 😍

https://t.co/yaATlDXTDa

#Fashion #OOTD #Style… https://t.co/tFjCNAjKw1",51.50711486,-0.12731805
febaseggio,Mon Aug 12 15:34:24 +0000 2019,Just posted a photo @ London  United Kingdom https://t.co/PgKCGThPL0,51.50711486,-0.12731805
thedivinesara,Mon Aug 12 15:33:39 +0000 2019,Post audition celebrating with @ltenore #operasingers #soprano #tenor #cheers @ Covent Garden London https://t.co/Z1Y88imfaS,51.51198765,-0.12269497
AndyShawWT,Mon Aug 12 15:31:15 +0000 2019,Clever  simple idea from @itsuofficial  bought a water in this for lunch.  Happy to carry around and keep refilling… https://t.co/57fAnP0cBo,51.5090207,-0.1243781
jasimalmoosawi,Mon Aug 12 15:30:26 +0000 2019,Just arrived 🇬🇧 @ London  United Kingdom https://t.co/ZxILzCcEbO,51.50711486,-0.12731805
contratti_uk,Mon Aug 12 15:28:07 +0000 2019,What was his name from Nottingham Forest that had one on his head? Jason someone! @ Pineapple https://t.co/h6FdLY3cpU,51.51339212,-0.12532075
Championmarvyn,Mon Aug 12 15:25:22 +0000 2019,My other Ninja!!! @ London  United Kingdom https://t.co/kGQjId8mA4,51.50711486,-0.12731805
jagodafurtado,Mon Aug 12 15:24:52 +0000 2019,"Casual suit 🖤
-
Shirt &amp; trousers - missguided
Heels - misslolaofficial
-
📷 @camilaxmorales
#missguided… https://t.co/SxJo3Z2jix",51.50711486,-0.12731805
Championmarvyn,Mon Aug 12 15:24:22 +0000 2019,❤❤❤ @ London  United Kingdom https://t.co/qHB2AGPMyE,51.50711486,-0.12731805
the_kawr,Mon Aug 12 15:23:41 +0000 2019,"Eid Mubarak to everyone celebrating 💕❣️🤗 .
.
.
.
.
.
.
.
.
.
.
.
#thekawr #punjab #mumbai #london #pollywood… https://t.co/YwsTKsRXmM",51.50711486,-0.12731805
MandaKatarina,Mon Aug 12 15:20:53 +0000 2019,Sista middagen prövar vi #shakeshack! @ Shake Shack Soho https://t.co/KFVLZUP17J,51.5130338,-0.1292583
tmj_lon_finance,Mon Aug 12 15:20:22 +0000 2019,"Mastercard is looking for teammates like you. See our latest #Finance job openings  including ""Head of Audit Vocali… https://t.co/rNVMaMpPZk",51.5073509,-0.1277583
Bolmrein,Mon Aug 12 15:20:13 +0000 2019,I'm at Piccadilly Circus in London  Greater London https://t.co/whNnTJY2uf,51.5099611,-0.13465226
JONBAPTXTE,Mon Aug 12 15:13:39 +0000 2019,"MODEL WANTED!!
I have a friend music producer who needs a model tonight due to a late cancellation notice.
It’s a p… https://t.co/efUe8NwU8S",51.50711486,-0.12731805
IslesManagement,Mon Aug 12 15:12:02 +0000 2019,#theabarneslegacyfund #theabarnestribute @ The Lion King The Muscial https://t.co/ejp8NCeK4G,51.51159121,-0.11987394
CorpsyAnn,Mon Aug 12 15:12:02 +0000 2019,I'm at @StanfordsTravel in London  England https://t.co/9JqhzpCSSh,51.512986,-0.12545
wakuwakuwakuP,Mon Aug 12 15:10:37 +0000 2019,"day12.

#london #dayoff #ashitakaeruyo 場所: London  United Kingdom https://t.co/yWI3B6RHqz",51.50711486,-0.12731805
jords_ebg,Mon Aug 12 15:10:30 +0000 2019,#theabarneslegacyfund https://t.co/fqEqBLJVw1,51.51146502,-0.11999228
YinxDjinx,Mon Aug 12 15:07:48 +0000 2019,@vectorthaviper I know how much work you’ve put into this and the lengths you’ve travelled across 9ja &amp; beyond to s… https://t.co/6DPFn3A10j,51.50711486,-0.12731805
noddyandsweets,Mon Aug 12 15:07:41 +0000 2019,"Meditation Monday...... 💤💤🐶 Sweets @noddyandsweets 
https://t.co/GOSKfz1vBF
#meditation #zen #notsleeping… https://t.co/q347qI7rzI",51.50711486,-0.12731805
tmj_CAM_retail,Mon Aug 12 15:07:41 +0000 2019,"Don't submit then quit. Apply for jobs like ""Sales Associate - Levis Stratford"" at Levi Strauss &amp; Co.  then look fo… https://t.co/lMq7mw0W3a",51.5073509,-0.1277583
fashionortheast,Mon Aug 12 15:06:33 +0000 2019,"#menswear #model @mrclpalmer #london #tie the tie #dude. 
.
.
.
.
.
#fashion #style #vintage #fashionista… https://t.co/nFSGRddKdU",51.50711486,-0.12731805
BeerEdinburgh,Mon Aug 12 15:06:07 +0000 2019,A big hazy IPA - Drinking a Mango &amp; Lime IPA by @Redemptionbrew at @craftbeercowc1  — https://t.co/uUALyuetXY,51.5158,-0.126193
TheJasonDomino,Mon Aug 12 15:04:28 +0000 2019,#PrEP4Women T-shirt  for #PrEP resources for women visit: https://t.co/w3C3leqN9q Me trying to have my… https://t.co/A1G8ozvy4o,51.50711486,-0.12731805
davidvitty,Mon Aug 12 15:03:47 +0000 2019,My doctor’s appointment went well and the good news is.... we’ve started working on series 2 of ‘Second Opinion’ wi… https://t.co/DDkXyVG71C,51.50711486,-0.12731805
jeotaibix,Mon Aug 12 15:02:35 +0000 2019,I'm at Govent Garden in London  England https://t.co/vbrVhTvwql,51.511953,-0.122631
dDoutsiopoulos,Mon Aug 12 15:01:44 +0000 2019,"Follow @dDoutsiopoulos
https://t.co/cJ3p7Pom0p
———————————
Follow the hashtag 
#ddtravelandexplore —————————————
.… https://t.co/4adOFgZnSk",51.50097,-0.12432
nahoko_k,Mon Aug 12 14:59:24 +0000 2019,"#apricotboshi and #umeboshi collection. More to come. Currently pickling 5 different apricots and plums. 

My aim i… https://t.co/EbhS7NUZ2Z",51.50711486,-0.12731805
1il6__,Mon Aug 12 14:58:40 +0000 2019,I'm at Piccadilly Circus in London  Greater London https://t.co/ljTE3SAKKg,51.5099611,-0.13465226
tasmia_tahia,Mon Aug 12 14:56:00 +0000 2019,Eid Mubarak to all who are celebrating. Eid in London was windy hence the closed eyes and playing with the hair (de… https://t.co/kb6F7yfMqX,51.50711486,-0.12731805
DavidETalbert,Mon Aug 12 14:55:57 +0000 2019,Please join me in wishing the amazingly talented and beautiful @lyntalbert the happiest birthday of all!! This lady… https://t.co/5sVy46t5O8,51.50711486,-0.12731805
Shahzad_Sheikh,Mon Aug 12 14:49:33 +0000 2019,This week I’ll be testing this Suzuki Vitara for review - it’s a 1.0-litre with a manual box - how will I get on wi… https://t.co/ghyziW5llb,51.50711486,-0.12731805
BookPixie83,Mon Aug 12 14:49:21 +0000 2019,Peppa really loves her hide-out bag. 💜🐱🥰 #blackandwhitecatsofinstagram #happykitty @ London  United Kingdom https://t.co/rAYtrZvGDY,51.50711486,-0.12731805
fingknitcoolgal,Mon Aug 12 14:49:01 +0000 2019,Another import from Europe before no deal Brexit!😭 #warrioricehockey #covertqre4 #fuckbrexit #loveicehockey @ Londo… https://t.co/boP6R6kyB8,51.50711486,-0.12731805
GeorgeNicolasUK,Mon Aug 12 14:48:51 +0000 2019,Thanks Dom  see you on the 6th @ConcoursUK 👍#hamptoncourt @ London  United Kingdom https://t.co/iH8aKU8GIm,51.50711486,-0.12731805
MatrixLondon,Mon Aug 12 14:48:42 +0000 2019,"As they say in the business... NEW MUSIC SOON.
#metrorecordings 
#drumandbass @ London  United Kingdom https://t.co/bixSeHTNfs",51.50711486,-0.12731805
ashleyfaithYT,Mon Aug 12 14:43:29 +0000 2019,"Does taking from book deals without putting one back make me a bad person??👀
#bookshelf #bookstagram #bookswap @ Lo… https://t.co/3HWXNROK7T",51.50711486,-0.12731805
KASH__CAM,Mon Aug 12 14:41:48 +0000 2019,Dont Be Afraid To Eat &amp; Workout. To My Hardgainers Out There. Anything is Possible. #transformation #musclegain… https://t.co/qBHWjZ8r5R,51.50711486,-0.12731805
NStewart28,Mon Aug 12 14:38:37 +0000 2019,Scallop robata with vanilla  jalapeño  mango and aji amarillo.. #foodie #londonfoodie #london #londonfoodguide… https://t.co/ojnek3OGAK,51.5123008,-0.1233804
j_watson101,Mon Aug 12 14:38:32 +0000 2019,London UK 🇬🇧: Lecture #4 Complete! Spoke this morning about valuing student voice in Shakespeare Studies and provid… https://t.co/4qc2xGz4Ir,51.50711486,-0.12731805
Mimalott,Mon Aug 12 14:38:11 +0000 2019,"#TheDivaHotSpot #TheDivaHotSpot 
Wedding guest makeup by me😉 Thanks for choosing The Diva Hot Spot 💖 @ London  Unit… https://t.co/6zPN86oTJI",51.50711486,-0.12731805
itsjheydclloyd,Mon Aug 12 14:37:46 +0000 2019,My name is Molly  I’m 1 and this is my #OOTD 👶🏼 🐄 @ London  United Kingdom https://t.co/8vmfse1SgY,51.50711486,-0.12731805
wandkarlo,Mon Aug 12 14:37:21 +0000 2019,... em London  United Kingdom https://t.co/PmnW1sm7zV,51.50711486,-0.12731805
scottwdb,Mon Aug 12 14:35:58 +0000 2019,Just posted a photo @ London  United Kingdom https://t.co/bVmMmHOWJe,51.50711486,-0.12731805
NStewart28,Mon Aug 12 14:34:18 +0000 2019,California  tuna belly and spicy tuna rolls..#foodie #londonfoodie #london #londonfoodguide #foodporn #instafood… https://t.co/iZ482oDjtj,51.5123008,-0.1233804
raastawala,Mon Aug 12 14:34:17 +0000 2019,Encouraging our little ones to join in the food fun with preetaghoshal and @raastawala at a very special Uncle’s re… https://t.co/hHMdDplM1E,51.50711486,-0.12731805
Katie_L_Pratt,Mon Aug 12 14:33:04 +0000 2019,#studio #tangle #artistsstudio #londonart @ London  United Kingdom https://t.co/hAYj3lJMNe,51.50711486,-0.12731805
gxsia,Mon Aug 12 14:31:32 +0000 2019,comment ur fave fruit with an emoji 🍌 @ London  United Kingdom https://t.co/DbuRaIVMXO,51.50711486,-0.12731805
1Branford,Mon Aug 12 14:31:07 +0000 2019,"Live life and enjoy it! 
*
*
*
*
#focused 
#thankful 
#timing 
#london
#luxsundays @ London  United Kingdom https://t.co/83rus9ekhA",51.50711486,-0.12731805
ArtscapeLondon,Mon Aug 12 14:31:03 +0000 2019,It may be raining but got to #lovelondon @ Westminster Millennium Pier https://t.co/VEksbAGtYt,51.5019,-0.123223
gartija,Mon Aug 12 14:30:03 +0000 2019,Huge LDN @ London  United Kingdom https://t.co/cIgPUIUwyH,51.50711486,-0.12731805
ArtscapeLondon,Mon Aug 12 14:28:41 +0000 2019,#london #riverbus #westminster. Mixing up my travel to meetings #lovemyjob #lovelondon #thamesclipper. @ London  Un… https://t.co/y4zcBBj1Tq,51.50711486,-0.12731805
NStewart28,Mon Aug 12 14:27:05 +0000 2019,Sea bass and alaskan shrimp sashimi.. #foodie #londonfoodie #london #londonfoodguide #foodporn #instafood… https://t.co/E6O5NlOlUt,51.5123008,-0.1233804
tatlimofficial,Mon Aug 12 14:26:25 +0000 2019,DROPPING TOMORROW 9:00AM BST | https://t.co/B02ngY5bwE @ London  United Kingdom https://t.co/U5FXZC45dL,51.50711486,-0.12731805
tmj_LON_cstsrv,Mon Aug 12 14:25:56 +0000 2019,IQVIA is hiring in #London  England! Read about our latest #CustomerService job opening via the link in our bio: Se… https://t.co/PzkvAE7ELN,51.5073509,-0.1277583
KaYoEntz,Mon Aug 12 14:24:32 +0000 2019,RIP Yorobo 😇😇 My Bruva DJ Arafat ... Life is Indeed Short ... Full Of energy  I remember when I and #Manute Hosted… https://t.co/FjSz9P2U0P,51.50711486,-0.12731805
tmj_lon_jobs,Mon Aug 12 14:23:36 +0000 2019,We're hiring in England! Click the link in our bio to apply to this job and more: Barista - Store# 12656  ST MARTIN… https://t.co/qvJA0ndq09,51.5104859,-0.1271282
StarTraxxEnt,Mon Aug 12 14:21:01 +0000 2019,S/o my bro @stammakid #1word #Warning⚠️⚠️⚠️ more life mi g uptop 1word boss we seh Money Gaan UPPP  Nah stop more w… https://t.co/0lYoG8f7Bm,51.50711486,-0.12731805
hollowlegs,Mon Aug 12 14:20:05 +0000 2019,One of my faves at Wong Kei; stuffed aubergine  green pepper and beancurd in black bean sauce on rice. On the prici… https://t.co/l0NH86TZc1,51.51146,-0.13239
SteveMaxwellSC,Mon Aug 12 14:19:27 +0000 2019,If you’re in UK and you like kettlebells  look up Steve Wright @stevemaxwellsc @ London  United Kingdom https://t.co/UmuUYKh2dL,51.50711486,-0.12731805
DavidALaw,Mon Aug 12 14:15:21 +0000 2019,Well that’s me #homealone for the next two weeks. 😂🤪🥴 @ London  United Kingdom https://t.co/3pGVKOqHHw,51.50711486,-0.12731805
Lebzzz,Mon Aug 12 14:12:57 +0000 2019,After a short break  back to the groove. August 23rd come check me and my man sel.bbk at @JackSolomons41 for a Bank… https://t.co/H8FBGLbxP7,51.50711486,-0.12731805
kwame_koranteng,Mon Aug 12 14:12:29 +0000 2019,6 more days to go. The birth of the Savannah Forth by KKBT 18/ 8/ 2019. knightsir  #kwamekorantengbespoketailoring… https://t.co/VaWonLzNPj,51.50711486,-0.12731805
kwame_koranteng,Mon Aug 12 14:12:29 +0000 2019,6 more days to go. The birth of the Savannah Forth by KKBT 18/ 8/ 2019. knightsir  #kwamekorantengbespoketailoring… https://t.co/VaWonLzNPj,51.50711486,-0.12731805
NStewart28,Mon Aug 12 14:09:52 +0000 2019,Yellowtail tiradito with lemongrass jus #foodie #londonfoodie #london #londonfoodguide #foodporn #instafood… https://t.co/dA9NxIGem4,51.5123008,-0.1233804
dbiyoung,Mon Aug 12 14:04:47 +0000 2019,Dear Global Village  it’s all about Love. Revolutionary Struggle is about Love. Saying NO to racist  colorist misog… https://t.co/60eOZHZQSW,51.50711486,-0.12731805
NStewart28,Mon Aug 12 14:04:15 +0000 2019,Yellow tail taquitos.. #foodie #londonfoodie #london #londonfoodguide #foodporn #instafood #foodlondon… https://t.co/nonsQ0JyEv,51.5123008,-0.1233804
StJamesHotel,Mon Aug 12 14:00:36 +0000 2019,It's #Afternoontea week!! Are you as excited as we are? 😆 Introducing our historical themed 1840 Afternoon Tea  des… https://t.co/2oceCInycy,51.5044349,-0.1292123
PrimeCapBrokers,Mon Aug 12 14:00:35 +0000 2019,If you already specify from #Eichholtz directly then you’ll know they ask you pay in euros.  No idea who Eichholtz… https://t.co/A2EdkyVm1Y,51.50694444,-0.13305556
AmazingArchi,Mon Aug 12 13:59:21 +0000 2019,THE LINE Side Table serving its purpose of the luxury and minimalistic work of art at modern interior by… https://t.co/qHiVYtvhhr,51.50711486,-0.12731805
Brownnzugar,Mon Aug 12 13:56:37 +0000 2019,Dm to order @ London  United Kingdom https://t.co/DoehlnuU2R,51.50711486,-0.12731805
pium_asdfgh,Mon Aug 12 13:56:26 +0000 2019,Me burlo @ London  United Kingdom https://t.co/pv3d6mMwLp,51.50711486,-0.12731805
EllaRoseDove,Mon Aug 12 13:54:52 +0000 2019,Casual Monday (in which @jenofcroths points out I look like an overjoyed competition winner) meeting the absolutely… https://t.co/O1wMpZ9p8e,51.5098313,-0.1312907
liv_morr,Mon Aug 12 13:54:45 +0000 2019,"📸Shot by me.
Modelled by anastazjarendak 
Dress by @feronaofficial 

#fashionmonday #mondayfashion #ferona… https://t.co/kUyuXfEY3Z",51.50711486,-0.12731805
igr_love,Mon Aug 12 13:54:15 +0000 2019,We are super excited to announce that we will be hosting an Introduction To Carnival Workshop at the inaugural Fest… https://t.co/ecklZ1hxcu,51.50711486,-0.12731805
Nate__James,Mon Aug 12 13:54:03 +0000 2019,Super excited to perfrom some NEW MUSIC alongside @garethesson @avalilymusic @liskamusic and @ciaravizzard for the… https://t.co/ZBKpf959wW,51.5109465,-0.1342245
KirbyDogService,Mon Aug 12 13:53:53 +0000 2019,"Yaaaay! 🥳I can finally announce that I am now accredited with the Animal Behaviour &amp; Training Council🙌🏻🏆
.
What doe… https://t.co/LTpDxmi3kC",51.50711486,-0.12731805
tmj_lon_adv,Mon Aug 12 13:52:51 +0000 2019,"Baker Hughes  a GE Company is looking for teammates like you. See our latest Marketing job openings  including ""Sr… https://t.co/aNgNkPj2zn",51.5073509,-0.1277583
PrimeCapBrokers,Mon Aug 12 13:51:55 +0000 2019,If you’re up for some long form ‘schooling’ in the best way to approach currency management for your business then… https://t.co/SG3mtCcRV3,51.50694444,-0.13305556
sarx121,Mon Aug 12 13:50:19 +0000 2019,Most gorgeous little boy I have ever met #friendsfromprimaryschool #beautifulfamily #familygoals❤️ #reunions… https://t.co/S2jOP3dCjq,51.50711486,-0.12731805
bullionbites,Mon Aug 12 13:49:40 +0000 2019,"Part one from @JoaoRetorta for @nike @nikewomen’s Invitation To Sport campaign.
Featuring German rapper euniqueoffi… https://t.co/0R7exJyysl",51.50711486,-0.12731805
OfficialSenaH,Mon Aug 12 13:47:18 +0000 2019,#NewWeek #NewMotives #Monday #MonoMonday #OverSizedShirt #WhiteShirt #SkinnyJeans #BlackDenim #LeopardPrintShoes… https://t.co/TuCappJisX,51.50711486,-0.12731805
GlynneH,Mon Aug 12 13:46:25 +0000 2019,Phoenix Theatre #phoenixtheatre #london #theatre @ Phoenix Theatre London https://t.co/bXXviIaRj4,51.51451138,-0.12929455
BeerEdinburgh,Mon Aug 12 13:45:07 +0000 2019,Sharp and crisp - Drinking  The Safe Word Is Kölsch by @MoncadaBrewery at @harppub  — https://t.co/kYCuuWpGMl,51.5097,-0.125943
tmj_LON_adm,Mon Aug 12 13:44:58 +0000 2019,"Click the link in our bio to see currently open #IT jobs like ""Sales Director  Cloud Security Services  EMEA"" at Ra… https://t.co/nmJF3ajf8d",51.5073509,-0.1277583
Dednd666,Mon Aug 12 13:44:51 +0000 2019,"Link In Bio!

.
.
.
.
.
.

#soundcloud #bandcamp #rap #hiphop #purposeful #honest #music #vocalist #thecall… https://t.co/kD5236ATbA",51.50711486,-0.12731805
NStewart28,Mon Aug 12 13:43:20 +0000 2019,Gorgeous location for lunch... #foodie #londonfoodie #london #londonfoodguide #foodporn #instafood #foodlondon… https://t.co/eWoBP7Vo78,51.5123008,-0.1233804
BartekFetysz,Mon Aug 12 13:42:57 +0000 2019,"FETYSZ MAGAZINE AUGUST
fetyszmagazine 
Model: @amadiah_yehudah 
Hair: Jacob Gerahty 
Make up: Daniel Salazar
Stylis… https://t.co/keRxYfbihP",51.50711486,-0.12731805
mygibie,Mon Aug 12 13:42:33 +0000 2019,Kindness and wisdom #quotes #love #mygibie @ London  United Kingdom https://t.co/5C4rbHl4AG,51.50711486,-0.12731805
LondonAfroVegan,Mon Aug 12 13:41:47 +0000 2019,"DIY cheat Dirty noodle bowl 🍜

Going out for noodles is great making your own cheap 5 minute bowl is greater in thi… https://t.co/PqanftvtT4",51.50711486,-0.12731805
paulinger_music,Mon Aug 12 13:41:15 +0000 2019,"LIFT OFF - OUT NOW
DOWNLOAD TODAY AT #LinkInBio
&gt;&gt; ASAP FERG X SCHOOLBOY Q TYPE BEAT &lt;&lt;
New Instrumental produced b… https://t.co/BJqN3sVU2G",51.50711486,-0.12731805
DaSweetnezz,Mon Aug 12 13:41:14 +0000 2019,"More Monday Motivation with a #Repost #Regram from this Kween 👑 1judilove
•  •  •  •  •
#JudiLove #MondayMotivation… https://t.co/1Z2iQQkDbf",51.50711486,-0.12731805
mygibie,Mon Aug 12 13:40:19 +0000 2019,Wellbeing starts with healthy mind that resides in a healthy body. Closeness to nature and a natural environment ca… https://t.co/cP3wFz0jOA,51.50711486,-0.12731805
SustainHealth,Mon Aug 12 13:39:33 +0000 2019,The vegan food that will improve your long-distance endurance  https://t.co/ntMjNs6qcT,51.5073509,-0.1277583
LEGO_Careers,Mon Aug 12 13:38:55 +0000 2019,Want to work in London  United Kingdom? View our latest opening: https://t.co/s0qGB58tHT #LEGO #Marketing,51.5073509,-0.1277583
LeoRodley,Mon Aug 12 13:38:02 +0000 2019,New kit arriving at @ietvenues from @bunzllockhart and guzziniuk Thanks for sorting things out!! We hit the ground… https://t.co/zuL0xFGQvA,51.51003794,-0.11921529
TheMaritimeEdit,Mon Aug 12 13:36:38 +0000 2019,The view from #CanadaHouse in Trafalgar Square  London  England where our editor-in-chief @jamesmullinger performed… https://t.co/L74UuKnNqf,51.5077,-0.1291
DavanKelhur,Mon Aug 12 13:35:59 +0000 2019,Lunch visit to @palomarsoho firstly this place has amazing staff and was great to sit at the kitchen bar. The food… https://t.co/oWJsVbqBx7,51.51124,-0.13272
bandrewsecho,Mon Aug 12 13:34:31 +0000 2019,Amazing family trip to London for the weekend. My Mom planned this trip for over a year to get the extended English… https://t.co/1GFijglRzj,51.50711486,-0.12731805
TitleKingExpres,Mon Aug 12 13:32:47 +0000 2019,"Title King Express and Lien Corp 
https://t.co/a3ql2Zd1SQ SEND US A VIN NUMBER OR HULL NUMBER FOR A PRICE QUOTE TOD… https://t.co/wf44vxhnz2",51.50711486,-0.12731805
FisherFitness,Mon Aug 12 13:29:38 +0000 2019,COME JOIN UU on our Amazing NEXT RETREAT IN NORTH WALES SEPT 20th to 24th #dannysfitnessretreats #fisherfitness… https://t.co/FJwgxZhnTR,51.50711486,-0.12731805
