user,date,text,latitude,longitude
sasmitha,Tue Aug 13 15:12:57 +0000 2019,"My Contempelation....🙏🙏🙏🙏

#universe #happy #love #story #friendship #bestfriend #lost #miss #thankful #vibes… https://t.co/tZMx2zxfc1",-6.1803,106.8233
Cuwita250588,Tue Aug 13 15:10:27 +0000 2019,#kangdaniel #ihope #kpop #dancepractice #daebak @ Jakarta  Indonesia https://t.co/GdBZbYszgJ,-6.1803,106.8233
Jufffrieee,Tue Aug 13 15:09:07 +0000 2019,paha atas 😆😜#instaplace #place #world #asia #southeastasia #indonesia #jakarta #centraljakarta #southjakarta… https://t.co/OMzEjjiMqs,-6.17148,106.82649
Galangpamunqkas,Tue Aug 13 14:54:47 +0000 2019,"Lauv should make this kind of music if he really tired of love song..  😅
•
•
Lauv feat Troye - I'm So Tired.. (punk… https://t.co/nOCljVynhU",-6.1803,106.8233
Jufffrieee,Tue Aug 13 14:51:35 +0000 2019,👣👤#instaplace #place #world #asia #southeastasia #indonesia #jakarta #centraljakarta #senayan #jalansudirman #walk… https://t.co/2QH6W2v7oG,-6.17148,106.82649
ismadharahap91,Tue Aug 13 14:37:03 +0000 2019,"Wish you happiness 💐💐💐
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Barakallahu lakuma wabarakah wajama'ah baina kuma fi khair 💐💐💐
.
.
.
.… https://t.co/B9szHtWzJb",-6.1803,106.8233
ohohleebogz,Tue Aug 13 14:30:54 +0000 2019,The origin of the Milky Way started when Zeus decided to let his infant-son  Heracles suckle on his divine wife Her… https://t.co/WLYRHNBNHE,-6.17236102,106.83585243
waitmonk,Tue Aug 13 14:18:25 +0000 2019,"Night Mode 🌙
.
.
.
#potrait #nightmode #hdr #adobe #lightroom #garden #photography #yellow #cameraphone… https://t.co/SP1aXcMrKz",-6.1803,106.8233
rizaahmadmusic,Tue Aug 13 14:15:54 +0000 2019,"Ngasih kelas Musik Di SMKN 5 Jakarta Timur 
#Musisi #smkn5 @ Jakarta  Indonesia https://t.co/T13MumZivR",-6.1803,106.8233
upvcmurah,Tue Aug 13 14:14:04 +0000 2019,"jendela UPVC
085207888789☎️
#upvcmurah  #jendelaupvc #upvcmurahberkualitas #upvcconch @ Jakarta  Indonesia https://t.co/KFgAuCvi4l",-6.1803,106.8233
evanwrekn,Tue Aug 13 14:12:05 +0000 2019,#evanmarshpodcast @ Jakarta  Indonesia https://t.co/R7HpPeMs9H,-6.1803,106.8233
Jufffrieee,Tue Aug 13 14:05:53 +0000 2019,Pintu 1 GBK dan sekitarnya 🏢🏦🏬🚖🚘🚍🛵🏍🌴🌳🌲#instaplace #place #world #asia #southeastasia #indonesia #jakarta… https://t.co/SK14H1JxMj,-6.17148,106.82649
rripro2padang,Tue Aug 13 14:02:04 +0000 2019,"#ApresiasiPuisiRRI
#RRI
#RRIPlayGo
#RRINet
#RRIBeyoung
#RRI30Detik
#RRIOnline
#RRIDigital
#RRINow
#RRIWow
#RRIRadio… https://t.co/K0I9rZrGc3",-6.17310781,106.82237465
rripro2padang,Tue Aug 13 14:00:41 +0000 2019,"#ApresiasiPuisiRRI
#RRI
#RRIPlayGo
#RRINet
#RRIBeyoung
#RRI30Detik
#RRIOnline
#RRIDigital
#RRINow
#RRIWow
#RRIRadio… https://t.co/OnBGNREhqX",-6.17310781,106.82237465
Iqmalle,Tue Aug 13 13:56:52 +0000 2019,"📑📑📑
 .
Selamat Malam 
Aku berharap melihat kalian berada diposisi mendorong ku untuk lebih giat dalam meraih keta'a… https://t.co/3PSrqvXeeB",-6.1803,106.8233
rripro2padang,Tue Aug 13 13:53:49 +0000 2019,"#ApresiasiPuisiRRI
#RRI
#RRIPlayGo
#RRINet
#RRIBeyoung
#RRI30Detik
#RRIOnline
#RRIDigital
#RRINow
#RRIWow
#RRIRadio… https://t.co/xP2nEWOjL1",-6.17310781,106.82237465
madbaguzt,Tue Aug 13 13:47:36 +0000 2019,Pokoknya i love you 3000 ❤❤❤ @ Jakarta  Indonesia https://t.co/inr7ucM9WC,-6.1803,106.8233
Hermesfortune,Tue Aug 13 13:41:02 +0000 2019,Anda pasti mencari peramal tarot yang dipercayai banyak klien. Pilihan anda sudah tepat memilih Hermes fortune guna… https://t.co/IioauTiPbf,-6.1803,106.8233
mustamustache,Tue Aug 13 13:34:11 +0000 2019,"#Repost @unfpayouthid
• • • • • •
Ayo rayakan Hari Pemuda Internasional yang bertemakan aksi pemuda untuk pendidika… https://t.co/mOGU1gEjfH",-6.1803,106.8233
